"UID","SITE_ID","LAT_DD83","LON_DD83","DATE_COL","AGGR_ECO9_2015","TP","TN","CHLA","MMI","ELEVMAX","ELEVMEAN","ELEVMIN","NDEP","AG_PCT","URBAN_PCT","FOREST_PCT","WETLAND_PCT","ROADDEN","Tsummer","SHRUB_GRASS_PCT","POPDEN","DEPTH","aqveg","Rveg","Type","WS_AREA","PrecipNorm","TMAX","TMIN","PrecipWinter","PrecipSummer"
4361,"NWCA11-1747",42.67226,-71.07163,"7-Jul-11","NAP",169,1370,6.61,54.9,51.3,43.653,39.76,3.48895,10.753306,33.352502,41.086831,14.491087,3.99769,19.471,0.316274,2005.13914704012,NA,4.4,18.2170068027211,"Wetland",3.14,1223.93994140625,15.039999961853,3.65000009536743,100.076667785645,121.425999450684
4363,"NWCA11-1749",41.94517,-70.9627,"12-Jul-11","NAP",88,1163,1.04,41.8,11.77,10.772,9.75,3.672539,9.213548,30.625717,13.231917,43.771527,2.58342,19.104,3.157291,1811.06346780996,0.28,0.2,14.0202380952381,"Wetland",3.14,1271.88000488281,15.789999961853,4.23000001907349,116.143333435059,118.665998840332
4365,"NWCA11-1751",42.65538157,-71.08372933,"9-Jul-11","NAP",121,1308,12.18,48.3,51.11,45.733,42.7,3.500439,1.892201,30.619266,52.436926,14.707569,3.28449,19.471,0,1763.57594418018,1.2,97.8,0.87,"Wetland",3.14,1222.98999023438,14.9899997711182,3.75999999046326,100.076667785645,121.425999450684
4372,"NWCA11-2267",43.77856756,-75.44644128,"30-Jul-11","NAP",61,1215,12.58,36.4,230.53,223.488,221.49,3.974359,36.123854,3.153669,27.666284,14.707568,1.46555,17.868,5.16055,267.14711630997,0.86,0.04,16.3333333333333,"Wetland",3.14,1055.26000976562,12.1000003814697,1.25,62.7533315022786,107.390000915527
4396,"NWCA11-2392",41.46062,-71.43694,"16-Aug-11","NAP",43,843,0.24,50.4,26.18,18.736,13.91,3.69548,0.545037,39.931153,14.228342,26.305221,4.86553,19.674,10.212278,2287.00005610986,0.17,0.02,28.3753968253968,"Wetland",3.14,1240.40002441406,14.75,6.01000022888184,101.196667989095,104.620000457764
4398,"NWCA11-2389",41.61444,-71.75419,"14-Aug-11","NAP",37,498,1.35,49.9,96.09,81.45,74.87,3.809629,2.841562,7.204363,84.845005,3.960964,1.73085,19.381,1.148106,245.476144212,0.74,4,23.0492063492064,"Wetland",3.14,1220.13000488281,15.3800001144409,4.44999980926514,124.123334248861,150.677996826172
4399,"NWCA11-2388",41.56859,-71.58813,"11-Aug-11","NAP",33,495,4.04,77.5,84.68,80.751,75.65,3.835259,0,0.516647,90.442021,7.692307,1.29348,19.325,0.631458,373.77698130006,1.06,34.42,2.56666666666667,"Wetland",3.14,1269.18005371094,14.8000001907349,4.61999988555908,130.079996744792,132.498001098633
4403,"NWCA11-2384",41.57226,-71.59089,"10-Aug-11","NAP",25,600,0.35,53.4,97.24,89.987,82.18,3.832269,0.143349,4.988532,86.009175,3.211009,1.24744,19.325,5.647936,368.44160708004,0.4,0,23.3266666666667,"Wetland",3.14,1263.31005859375,14.8199996948242,4.65000009536743,130.079996744792,132.498001098633
4405,"NWCA11-2381",41.62203357,-71.77755563,"12-Aug-11","NAP",107,1013,44.57,43.2,108.91,95.31,91.36,3.806989,0,4.445082,73.731001,20.676799,1.03434,19.371,0.344136,244.03455059802,0.63,4.44,15.3341991341991,"Wetland",3.14,1219.69995117188,15.3299999237061,4.30000019073486,120.546663920085,151.845994567871
4442,"NWCA11-4703",33.874117,-109.244583,"7-Sep-11","WMT",400,1605,7.48,75.8,2655.91,2629.99,2621.77,2.55584,0,0,64.218077,0,1.0273,14.375,35.781922,5.1006486063,0.5,12.2,0,"Wetland",3.14,671.289978027344,14.7700004577637,-2.01999998092651,35.4066670735677,64.5079999923706
4460,"NWCA11-4699",33.87539,-109.2473,"20-Sep-11","WMT",173,683,4.03,73.9,2665.92,2631.55,2616.62,2.557149,0,0,62.299312,0,0.96459,14.375,37.700688,5.1006486063,1.7,0.4,13.3,"Wetland",3.14,668.150024414062,14.9099998474121,-1.99000000953674,35.4066670735677,64.5079999923706
4461,"NWCA11-4692",33.88026,-109.25378,"8-Sep-11","WMT",247,1100,1.42,73.2,2636.8,2616.85,2609.19,2.56216,0,0,60.585198,0,1.22684,14.375,39.414802,5.1006486063,0.25,8.2,14.5,"Wetland",3.14,668.070007324219,14.6499996185303,-1.92999994754791,35.4066670735677,64.5079999923706
4462,"NWCA11-2900",33.873433,-109.2436,"6-Sep-11","WMT",316,1630,6.42,56.7,2646.12,2625.72,2621.77,2.555469,0,0,63.680735,0,1.07508,14.375,36.319265,5.1006486063,0.35,0.4,15.4,"Wetland",3.14,671.289978027344,14.7700004577637,-2.01999998092651,35.4066670735677,64.5079999923706
4463,"NWCA11-2897",33.87684,-109.24824,"20-Sep-11","WMT",223,865,3.21,68,2669.82,2631.23,2615.94,2.55869,0,0,61.297732,0,1.01152,14.375,38.702268,5.1006486063,0.17,0,7.63333333333333,"Wetland",3.14,668.150024414062,14.9099998474121,-1.99000000953674,35.4066670735677,64.5079999923706
4464,"NWCA11-2890",33.870667,-109.268217,"21-Sep-11","WMT",962,1760,6.51,67.7,2582.49,2573.59,2571.8,2.570719,0,0,57.442529,0,1.2842,14.371,39.109195,5.1006486063,0.17,44,15.3333333333333,"Wetland",3.14,666.130004882812,15.1000003814697,-1.83000004291534,35.4066670735677,64.5079999923706
4472,"NWCA11-2275",44.11412,-74.37748,"6-Aug-11","NAP",17,485,0.87,63.8,512.05,501.32,496.07,3.713609,0,0,62.241379,35.689655,0.063256,16.492,0.91954,16.4076384498,NA,0,20.3333333333333,"Wetland",3.14,1112.53002929688,11.3199996948242,-0.959999978542328,66.4300003051758,146.247999572754
4476,"NWCA11-1092",33.86268,-109.2385,"5-Sep-11","WMT",716,1945,23.45,59.4,2664.83,2644.22,2630.3,2.566289,0,0,73.409742,0,1.74364,14.375,26.590258,5.1006486063,NA,0.4,13.5666666666667,"Wetland",3.14,672.640014648438,14.8599996566772,-2.04999995231628,35.4066670735677,64.5079999923706
4479,"NWCA11-1095",33.87472,-109.24542,"8-Sep-11","WMT",264,1158,3.04,67.3,2652.42,2627.73,2621.77,2.55591,0,0,63.044725,0,1.03062,14.375,36.955276,5.1006486063,0.34,24.6,10.6666666666667,"Wetland",3.14,671.289978027344,14.7700004577637,-2.01999998092651,35.4066670735677,64.5079999923706
4485,"NWCA11-2746",46.23844376,-92.13215353,"26-Jul-11","UMW",493,NA,79.6,80.2,350.61,347.309,346.55,4.181799,0,2.32358,87.119908,7.888698,0.886781,16.38,2.667814,10.22530382991,0.6,95,24.6666666666667,"Wetland",3.14,794.159973144531,11.3100004196167,-1.37000000476837,29.9599997202555,119.517999267578
4486,"NWCA11-2745",44.69398776,-88.82692026,"8-Jul-11","UMW",79,NA,23,20.2,264.78,260.131,258.52,4.15783,58.034947,3.408765,20.137497,17.674019,1.13048,17.174,0.744772,54.130014003,0.75,19,19.0333333333333,"Wetland",3.14,798.650024414062,12.460000038147,0.970000028610229,29.5466658274333,104.926000976563
4488,"NWCA11-2743",45.58710461,-91.07677871,"24-Jun-11","UMW",178,1895,NA,77.7,365.61,364.877,364.22,4.15664,1.37457,0,35.10882,61.85567,0.008596,16.853,1.116838,11.67095854821,0.2,0,30.0716666666667,"Wetland",3.14,825.52001953125,11.8100004196167,-0.519999980926514,29.9533335367839,119.173999023438
4491,"NWCA11-2737",43.178365,-89.272382,"20-Jul-11","TPL",1850,NA,97.1,33.4,299.37,295.171,292.55,5.72479,70.229227,27.822349,1.002865,0.945559,6.27423,18.717,0,2552.04658175025,0.25,84,14.6333333333333,"Wetland",3.14,887.969970703125,13.5100002288818,2.49000000953674,42.4533335367839,68.85
4496,"NWCA11-2732",46.43468222,-92.1010711,"12-Jul-11","UMW",393,NA,141,70.8,373.06,370.871,369.47,4.08956,1.548609,0,65.557786,27.358761,0.32769,15.776,5.534844,13.7778662034,0.2,74.8,33.3888888888889,"Wetland",3.14,803.960021972656,10.4799995422363,-1.47000002861023,28.6299999554952,129.418001937866
4500,"NWCA11-2181",43.0692293,-70.71791109,"13-Sep-11","NAP",1381,5500,87.2,47.8,6.2,5.547,4.78,0,0,21.788991,16.972477,5.16055,7.11291,17.788,3.354358,2867.7405017001,0.2,49,17.3809523809524,"Wetland",3.14,1227.2099609375,13.4700002670288,3.15000009536743,97.7066650390625,99.7080001831055
4549,"NWCA11-2393",41.85756,-71.56532,"9-Sep-11","NAP",39,538,2.82,58.4,112.87,105.996,97.43,3.848409,3.557085,40.734366,43.7751,9.609868,4.63929,19.398,0.430293,2824.09923235986,1.21,72.44,0.836666666666667,"Wetland",3.14,1269.36999511719,15.1700000762939,4.48999977111816,129.963330586751,140.498002624512
4683,"NWCA11-1193",41.64205,-73.03207,"23-Sep-11","NAP",46,340,2.54,54.1,190.52,157.062,147.73,4.38487,0,3.409742,72.320917,20.25788,0.871534,19.693,1.547278,511.42979571996,0.32,0.4,18.6,"Wetland",3.14,1326.31994628906,15.4799995422363,3.53999996185303,110.176668802897,215.676002502441
4684,"NWCA11-1190",41.82703547,-72.9162012,"11-Sep-11","NAP",23,973,0.17,58,121.44,114.197,107.44,4.392119,5.195178,40.32721,46.670494,5.022962,5.24837,19.895,1.808266,3438.72959609049,NA,43.2,16.227380952381,"Wetland",3.14,1308.48999023438,15.5,3.8199999332428,122.046669006348,193.178002166748
4685,"NWCA11-1189",41.86653201,-73.4976652,"26-Sep-11","NAP",41,1173,0.95,27.1,180.16,156.1,150.83,4.094349,38.98305,7.756392,39.413961,7.842574,1.75411,19.168,6.004022,144.13837988901,0.19,29,21.8005291005291,"Wetland",3.14,1142.7900390625,15.460000038147,2.63000011444092,89.4633331298828,186.16000213623
4690,"NWCA11-1183",41.64557,-73.00333,"22-Sep-11","NAP",20,353,2.08,49.1,240.49,226.555,218.95,4.356639,5.302379,9.687589,71.424477,11.206649,3.06197,19.613,1.261106,1428.52712996994,0.5,0.02,22.4544973544974,"Wetland",3.14,1369.59997558594,15.0699996948242,3.61999988555908,117.036666870117,211.019999694824
4693,"NWCA11-1179",41.63713648,-73.03024,"12-Sep-11","NAP",12,285,1.34,56.9,159.5,148.082,147.73,4.362979,0,3.756811,71.723544,19.185546,1.044,19.696,1.347863,511.42979571996,0.6,3,17.4388888888889,"Wetland",3.14,1325.89001464844,15.3900003433228,3.45000004768372,110.176668802897,215.676002502441
4694,"NWCA11-3063",29.17279867,-81.98778327,"17-Oct-11","CPL",205,1710,10.54,62.7,17.05,12.516,10.6,2.444519,0.171723,1.659989,49.170005,31.740126,0.563651,27.187,16.313681,87.23008102302,0.18,2,17.060989010989,"Wetland",3.14,1293.5400390625,27.8899993896484,14.6700000762939,76.1999994913737,129.05599937439
4697,"NWCA11-1489",44.39763,-115.61989,"25-Jul-11","WMT",30,43,NA,58,1682.42,1680.26,1677.53,2.18894,0.488506,0,70.689655,15.747126,1.1063,11.783,13.074713,0.38510820309,NA,0,12.7333333333333,"Wetland",3.14,862.190002441406,12.5100002288818,-3.8199999332428,118.889998118083,29.3020003318787
4699,"NWCA11-3309",43.55287577,-114.0533698,"29-Aug-11","WMT",38,323,1.02,38.9,1755.47,1712.74,1700.88,1.09939,0.716538,0,4.901118,8.627114,0,13.828,85.755231,27.15034458201,0.5,0,17.3380952380952,"Wetland",3.14,341.220001220703,13.1199998855591,-2.36999988555908,31.6833345095317,14.1400000572205
4702,"NWCA11-1514",44.73603,-115.44599,"22-Aug-11","WMT",18,78,0.67,71.2,2278.41,2250.5,2228.09,2.709089,0,0,79.74212,0.17192,2.61081,10.092,20.08596,0.38510820309,0.67,0.3,13.142328042328,"Wetland",3.14,1254.51000976562,8.3100004196167,-4.3600001335144,153.576665242513,40.5800004959106
4703,"NWCA11-1504",44.72392,-115.43436,"23-Aug-11","WMT",27,295,3.38,69.4,2474.62,2424.19,2358.29,3.00724,0,0,82.41033,0,1.1731,9.803,17.58967,0.38510820309,NA,0.9,13.6595238095238,"Wetland",3.14,1336.22998046875,7.82000017166138,-4.05999994277954,182.249997456868,41.240000629425
4705,"NWCA11-3303",44.39919,-115.61912,"26-Jul-11","WMT",51,213,1.7,58.5,1682.04,1679.96,1677.84,2.205009,0.487106,0,68.653295,17.593123,1.04244,11.711,13.266476,0.38510820309,NA,0,14.2880952380952,"Wetland",3.14,862.190002441406,12.5100002288818,-3.8199999332428,118.889998118083,29.3020003318787
4706,"NWCA11-3312",44.88506,-116.12285,"17-Jul-11","WMT",336,693,11.04,39,1529.42,1500.27,1495.62,1.5735,8.911175,1.489971,17.020057,13.180515,3.55945,12.7,59.398281,116.96420480901,0.75,57.6,11.1107142857143,"Wetland",3.14,619.719970703125,12.1700000762939,-3.16000008583069,71.4033330281575,38.8160000801086
4707,"NWCA11-3300",44.87389,-116.13759,"7-Jul-11","WMT",340,1908,4.45,49.6,1504.41,1497.44,1493.78,1.517379,0.54582,2.757829,22.838265,20.080437,5.38466,12.7,53.77765,116.96420480901,NA,14,17.4621693121693,"Wetland",3.14,634.320007324219,12.1199998855591,-3.30999994277954,71.4033330281575,38.8160000801086
4714,"NWCA11-3297",46.4684,-115.57914,"9-Aug-11","WMT",29,223,0.47,62.8,1486.49,1458.18,1429.13,3.801939,0,0,98.102903,0,0.157132,12.63,1.897097,1.60387979739,0.45,0,16.5363736263736,"Wetland",3.14,1649.71997070312,10.6899995803833,0.589999973773956,277.406656901042,71.0100017547607
4719,"NWCA11-1552",40.983662,-87.510193,"20-Sep-11","TPL",1160,4906,16.72,54.5,202.28,201.067,200.5,5.914529,0,0.946372,47.404646,3.728133,0.242584,20.385,1.806711,44.46183774201,0.16,2.62,17.6459383753501,"Wetland",3.14,969.950012207031,15.9099998474121,4.48000001907349,49.0799999237061,108.153999328613
4749,"NWCA11-2321",34.22345569,-95.12483563,"20-Jul-11","SAP",129,1310,33,62.7,146.31,140.443,138,4.42697,0,2.180775,72.510761,8.550932,1.2859,26.856,4.791966,41.759703765,0.97,9.2,10.047619047619,"Wetland",3.14,1294.13000488281,23.3799991607666,10.6000003814697,58.9466673533122,58.1900011062622
4763,"NWCA11-2142",42.679692,-100.312611,"18-Jul-11","SPL",233,3253,3.2,59.4,836.68,829.749,829.3,4.261819,0,6.251792,0,7.226843,1.71281,18.706,82.793232,0.78972162087,0.25,43,16.8666666666667,"Wetland",3.14,560.440002441406,16.0499992370605,1.83000004291534,21.5,100.985998535156
4764,"NWCA11-2146",42.270326,-100.48716,"17-Jul-11","SPL",479,2898,74.8,56.7,864.75,860.321,858.29,4.255129,0,0,0,0.974771,0,18.734,99.025229,0.75608283075,NA,63.8,15.8333333333333,"Wetland",3.14,533.559997558594,16.2000007629395,1.5900000333786,20.7533334096273,79.0659980773926
4767,"NWCA11-2153",41.833424,-101.577151,"16-Jul-11","SPL",4638,8256,94,66.3,1109.89,1101.23,1095.88,3.8385,0,0,0,6.676217,0.949565,18.48,90.744986,2.04870539991,NA,7,1.10666666666667,"Wetland",3.14,504.529998779297,16.2900009155273,1.60000002384186,15.3466671307882,92.5679977416992
4768,"NWCA11-2154",41.44689153,-102.5164691,"13-Jul-11","SPL",227,1465,13.04,20.4,1049.03,1048.84,1048.42,2.81834,7.319173,1.923077,0.602755,42.967853,0.969606,19.205,37.743972,1.47223060569,1,6.2,12.1964285714286,"Wetland",3.14,448.700012207031,17.7399997711182,1.5,9.30666669209798,91.0180015563965
4787,"NWCA11-ND-5015",46.16897,-102.4651,"14-Jul-11","NPL",2665,3355,18.6,64.4,768.03,763.097,759.12,2.459229,77.214102,5.932932,0,0.315277,0.703634,16.583,16.53769,2.09772096066,0.2,3.4,12,"Wetland",3.14,394.019989013672,13.4099998474121,-0.639999985694885,17.706666469574,67.339999961853
4791,"NWCA11-3316",37.070539,-89.242442,"14-Sep-11","CPL",517,2243,72.4,40.6,102.53,97.91,96.33,5.08087,63.148838,11.184399,4.760539,4.588471,3.8393,24.243,0,130.08017834799,1,0,2.33333333333333,"Wetland",3.14,1246.09997558594,20.1399993896484,8.72000026702881,90.223331451416,114.082000732422
4792,"NWCA11-1555",41.218961,-86.382569,"28-Sep-11","UMW",360,2395,13.96,20.4,251.01,245.503,241.06,6.303599,48.565692,17.441193,28.542743,3.843947,2.55262,19.965,1.606425,108.88240001301,1,12.8,15.131746031746,"Wetland",3.14,1029.05004882812,15.3000001907349,4.46999979019165,47.386666615804,128.514001464844
4795,"NWCA11-5086",43.069967,-92.450167,"4-Aug-11","TPL",285,1913,117.54,25.4,329.59,329.25,329.18,6.27673,51.865671,11.251435,0.172216,19.288175,1.49452,18.973,16.504018,45.97775888901,1.5,1.6,15.2583333333333,"Wetland",3.14,921.960021972656,13.6199998855591,2.41000008583069,40.1866664886475,85.0800003051758
4798,"NWCA11-3284",41.23534,-91.11983,"25-Jul-11","TPL",234,903,12.84,62.2,166.73,164.598,163.59,6.27891,11.99082,6.569133,0.487665,48.020654,1.86507,21.228,2.266208,43.52193037101,0.42,98.86,5.5047619047619,"Wetland",3.14,918.659973144531,16.1200008392334,5.40999984741211,42.7533321380615,74.4160015106201
4799,"NWCA11-3278",43.18243,-94.76719,"10-Aug-11","TPL",74,1373,4.57,26.2,387.2,384.517,382.66,5.76021,84.207509,10.26082,0,1.662367,1.37457,19.364,3.869304,18.8384476644,0.92,37.62,13.0033333333333,"Wetland",3.14,802.169982910156,13.6400003433228,2.25999999046326,28.5266666412354,90.0359973907471
4800,"NWCA11-3275",43.07288,-92.45467,"3-Aug-11","TPL",950,5481,51.52,27.9,329.93,329.447,329.18,6.27293,53.969619,9.601605,0.257954,14.359415,1.508,18.973,20.894239,40.80451286301,0.18,0,15.7904761904762,"Wetland",3.14,919.130004882812,13.6199998855591,2.40000009536743,40.1866664886475,85.0800003051758
4801,"NWCA11-3270",43.3546,-94.79298,"11-Aug-11","TPL",316,910,13.24,19.8,386.67,380.365,377.88,5.639619,67.173165,10.779816,0.458716,9.948394,1.73469,18.976,10.894495,19.50119761551,1.2,47.6,8.64166666666667,"Wetland",3.14,768.830017089844,13.1700000762939,2.09999990463257,36.1733334859212,98.0879997253418
4802,"NWCA11-1478",43.18306,-94.76797,"9-Aug-11","TPL",77,1903,8.74,13.8,387.55,384.64,382.66,5.76035,84.513909,9.607112,0,2.007456,1.36084,19.351,3.871523,18.8384476644,0.3,13,14.3333333333333,"Wetland",3.14,802.169982910156,13.6400003433228,2.25999999046326,28.5266666412354,90.0359973907471
4803,"NWCA11-1481",41.21746,-91.09985,"29-Jul-11","TPL",313,1033,21.97,55.9,164.21,163.871,163.84,6.277609,11.149326,4.327888,0.687876,31.871597,1.3026,21.152,4.643164,44.25256914,NA,88,5.43666666666667,"Wetland",3.14,916.909973144531,16.1100006103516,5.44999980926514,42.6733334859212,80.2000003814697
4813,"NWCA11-2178",43.48294,-71.00723,"11-Aug-11","NAP",17,260,0.75,43.7,140.62,132.74,127.21,3.333509,1.576835,27.694954,45.957569,4.931193,3.74281,18.4,16.915138,281.65105771998,NA,0.4,15.6728174603175,"Wetland",3.14,1216.25,13.8299999237061,2.04999995231628,102.716667175293,126.024000549316
4814,"NWCA11-1473",41.21615,-91.09955,"22-Jul-11","TPL",982,1198,35.64,55,164.46,164.09,163.84,6.278399,14.126074,3.839542,0.687679,32.836676,1.36616,21.156,4.154728,44.92622294901,0.21,77.84,12.8,"Wetland",3.14,916.909973144531,16.1100006103516,5.44999980926514,42.6733334859212,80.2000003814697
4816,"NWCA11-1465",41.229467,-91.126683,"20-Jul-11","TPL",1909,6125,236.8,65,164.8,164.448,164.05,6.282199,22.588978,3.616533,10.820896,45.579794,1.0161,21.13,5.022962,45.23261876601,0.75,83.66,5.82444444444444,"Wetland",3.14,919.440002441406,16.1100006103516,5.40999984741211,42.7533321380615,74.4160015106201
4818,"NWCA11-1477",41.212183,-91.109917,"19-Jul-11","TPL",2195,4763,58,35,164.78,164.013,163.48,6.28834,14.687321,3.643144,0.143431,35.255307,1.25948,21.04,0.344234,45.23261876601,0.15,2,2.27333333333333,"Wetland",3.14,917.5,16.1000003814697,5.44000005722046,42.7466665903727,75.5539985656738
4845,"NWCA11-ND-5083",47.82244,-98.17995,"6-Jul-11","TPL",340,2470,0,16,460.13,455.774,453.16,3.47897,34.288991,1.978211,0,25.258028,0.86469,16.841,0,7.0175002053,0.91,70.68,13.0666666666667,"Wetland",3.14,519.580017089844,10.2700004577637,-1.49000000953674,19.8933335145315,98.0900009155273
4846,"NWCA11-ND-5084",46.83646093,-99.6063608,"27-Jun-11","NPL",94,1780,0,70.5,564.68,562.055,559.28,3.39995,30.817791,4.017217,0,0.803444,1.52154,16.759,64.361549,4.38580877631,0.305,57,9.3,"Wetland",3.14,484.429992675781,11.3100004196167,-1.12000000476837,18.5399996439616,78.1759986877441
4858,"NWCA11-ND-5094",47.72504,-100.18589,"26-Jul-11","TPL",671,1450,0,62.7,514.39,513.646,513.38,3.10604,89.150402,4.535017,0,5.683123,1.00451,16.677,0.631458,3.5185532148,0.6,84,11.5,"Wetland",3.14,439.779998779297,11.2200002670288,-1.45000004768372,24.8566670020421,72.6160003662109
4862,"NWCA11-1696",29.79982,-92.9632,"9-Aug-11","CPL",2283,3268,28.8,71.5,0.91,0.487,0.07,3.849879,0,0,0,94.348824,0,27.041,0,3.42663187971,NA,66,14.3333333333333,"Wetland",3.14,1530.57995605469,25.0900001525879,15.1000003814697,74.9699999491374,109.511996459961
4865,"NWCA11-1668",32.98987303,-92.25489106,"13-May-11","CPL",131,950,3.13,61.3,45.7,39.645,37.34,4.318649,0,3.724928,82.120344,5.530086,0.517818,26.625,8.624642,26.11046359701,NA,0,13.8253968253968,"Wetland",3.14,1432.2900390625,24.2099990844727,11.2299995422363,66.7033322652181,57.6180000305176
4871,"NWCA11-1636",32.47018683,-93.17131231,"11-Jun-11","CPL",71,1006,4.4,68.6,72.55,62.362,57.02,3.9339,2.95807,2.929351,70.160827,10.166571,0.861215,27.481,13.785181,69.44902526601,NA,0,18.6292517006803,"Wetland",3.14,1401.4599609375,24.2700004577637,11.4799995422363,69.2566680908203,43.1639999389648
4872,"NWCA11-ND-5085",47.73898,-100.56406,"20-Jul-11","NPL",242,2640,47.5,22.2,628.29,622.544,618.93,3.03125,54.608096,2.526558,0.200976,13.235716,1.0436,16.779,20.18375,3.5185532148,1.3,13.2,2.67666666666667,"Wetland",3.14,435.890014648438,11.3599996566772,-0.930000007152557,22.9333332777023,78.3419998168945
4873,"NWCA11-ND-5089",47.37453,-100.79199,"19-Jul-11","NPL",421,2650,10.7,62.8,568.47,563.864,560.39,3.06077,61.318052,3.839542,0,9.484241,1.4935,16.774,24.441261,6.98416444401,0.9,40.4,2.86666666666667,"Wetland",3.14,438.049987792969,11.8199996948242,-0.899999976158142,23.0666664441427,91.6659980773926
4874,"NWCA11-ND-5091",47.62145,-99.73509,"21-Jul-11","TPL",1710,5280,443,20.6,495.23,494.182,493.32,3.21157,93.837776,2.866151,0,0.716538,0.722198,16.754,2.579536,9.38855576061,0.15,0.6,15.0777777777778,"Wetland",3.14,457.029998779297,11.1800003051758,-1.25,20.3899997870127,87.1799995422363
4875,"NWCA11-ND-5093",47.93046556,-98.2264968,"6-Jul-11","TPL",61,2170,0,25.2,457.28,456.168,455.94,3.482359,73.079129,1.892202,0,17.201835,0.504825,16.622,4.013761,7.0175002053,0.62,43.6,7.67,"Wetland",3.14,519.330017089844,9.97999954223633,-1.64999997615814,19.1633333365122,83.6259994506836
4876,"NWCA11-ND-5095",48.23514552,-98.26929896,"26-Jul-11","TPL",85,2160,26,42.9,466.67,465.088,464.5,3.457429,59.776056,3.789836,0,34.051105,1.64856,16.1,2.383003,4.9565933625,1.35,59.4,4.96666666666667,"Wetland",3.14,507.130004882812,9.52999973297119,-2.16000008583069,17.146666208903,87.5860000610352
4877,"NWCA11-1632",32.96514,-91.39212,"22-May-11","CPL",1128,2781,18.44,65,33.9,32.616,31.69,3.864049,90.995125,5.362776,1.634643,1.778033,1.57623,26.671,0,62.148882042,NA,29.1,5.84285714285714,"Wetland",3.14,1414.01000976562,24.0300006866455,11.75,69.4066667556763,78.6939987182617
4880,"NWCA11-1611",31.14908,-91.95082,"27-Jun-11","CPL",1630,1625,163.44,64.6,13.3,13.038,12.92,3.56341,24.612292,0,0,74.612292,0.060196,27.287,0.689259,57.21313550901,NA,12.6,12.2653273809524,"Wetland",3.14,1518.34997558594,25.2199993133545,13.3199996948242,72.9766667683919,78.0760007858276
4881,"NWCA11-OH-3019",40.980512,-82.627928,"15-Jun-11","TPL",189,1316,0.21,50.9,328.57,324.467,321.93,5.491879,58.199541,4.472477,34.604358,2.723624,1.83575,20.142,0,190.07003695602,0.4,69,16.6357142857143,"Wetland",3.14,1045.28002929688,15.1700000762939,4.11999988555908,60.6700013478597,129.44400177002
4883,"NWCA11-OH-3022",39.585499,-82.10281,"8-Jun-11","SAP",51,806,3.81,30.7,253.72,226.819,220.11,4.717549,4.104478,5.855339,83.840413,0,1.81285,20.196,5.597015,102.17898789501,0.2,5.8,14.2457142857143,"Wetland",3.14,1020.63000488281,16.9099998474121,4.32999992370605,76.1933326721191,148.884001159668
4887,"NWCA11-WI-1001",45.24211,-87.04705,"29-Jun-11","UMW",16,NA,4.39,73.4,183.12,179.492,176.75,3.484119,0.632184,2.586207,15.632183,74.396552,1.25236,16.732,0,77.63883264501,0.5,27,13.1940476190476,"Wetland",3.14,748.010009765625,11.210000038147,1.99000000953674,19.7066666285197,56.1080001831055
4890,"NWCA11-WI-1009",44.10509,-87.93511,"9-Sep-11","TPL",271,NA,112,63.8,246.6,245.291,244.86,4.471909,39.265212,2.927669,16.044776,38.203215,0.985727,17.493,2.525832,111.91865046999,0.5,100,1.97333333333333,"Wetland",3.14,787.02001953125,12.5500001907349,2.1800000667572,29.5066674550374,84.4180000305176
4911,"NWCA11-1245",27.1877121,-82.27582341,"10-Oct-11","CPL",13,995,4.47,69.4,9.04,8.816,8.81,2.849639,0,0,0,100,0.930726,27.209,0,43.86976602801,0.55,47.8,3.6,"Wetland",3.14,1469.22998046875,29.1000003814697,16.5100002288818,36.2099994023641,147.880002593994
4914,"NWCA11-1286",28.13206,-81.64206,"17-May-11","CPL",102,2719,95.6,71.2,43.04,40.183,39.43,2.5836,8.306985,28.887611,0.431158,37.510779,6.51696,27.556,4.369072,1550.69438640987,0.25,88.4,15.5666666666667,"Wetland",3.14,1254.68994140625,28.6299991607666,16.75,47.6066672007243,136.965998840332
4920,"NWCA11-1311",29.40497,-82.15263,"25-Apr-11","CPL",219,4095,206.74,50.1,17.51,15.365,14.67,2.495199,34.626437,0.632183,13.275862,18.247126,0.963559,27.141,30.545977,331.65340206999,0.2,6.6,13.4666666666667,"Wetland",3.14,1305.34997558594,27.5300006866455,14.5799999237061,70.4499994913737,136.442001342773
4925,"NWCA11-1324",25.843451,-81.036043,"9-Oct-11","CPL",11,663,2.98,66.9,1.73,1.687,1.64,2.993129,0,0,0,100,0.023004,28.084,0,3.907776912,0.15,100,7.16666666666667,"Wetland",3.14,1445.73999023438,30.0200004577637,18.5300006866455,19.3200000325839,213.549998474121
4926,"NWCA11-1325",28.922829,-82.621438,"7-Jul-11","CPL",62,2265,0.35,63,2.38,1.954,1.62,2.47041,0,26.146788,0,67.029817,5.4273,27.095,6.135321,215.043761712,0.35,17.04,14.9315113871636,"Wetland",3.14,1335.06005859375,26.9899997711182,15.8699998855591,77.5333360036214,133.222001647949
4939,"NWCA11-ND-5016",48.79837,-97.73354,"22-Jun-11","TPL",153,923,0,55.4,293.88,292.637,291.2,3.51791,59.478062,3.756811,7.284198,27.874964,1.45946,16.41,1.605965,11.6733698289,0.4,51,14.3663265306122,"Wetland",3.14,504.470001220703,9.52000045776367,-1.79999995231628,10.7433334589005,74.4979995727539
