"UID","TN","TP","SITE_ID","DATE_COL","AGGR_ECO9_2015","LON_DD83","LAT_DD83","MMI","CHLA","ELEVMAX","ELEVMEAN","ELEVMIN","POPDEN","ROADDEN","AG_PCT","URBAN_PCT","FOREST_PCT","WETLAND_PCT","SHRUB_GRASS_PCT","WS_AREA","NDEP","DEPTH","aqveg","Rveg","Type","PrecipNorm","TMAX","TMIN","Tsummer","PrecipSummer","PrecipWinter"
11747,371,13.8819,"FW08NY008","1-Aug-08","NAP",-73.47988246,42.60527812,63.72,1.176,596.228,485.469,377.351,16.97,0.82,2.84,2.027,90.2,0.859,3.376,24.19,3.272704919,0.3316363636,0,39.3939394,"Stream",1175.60998535156,12.8100004196167,2.02999997138977,17.1639999389648,123.066000366211,116.883332570394
11750,443,18.1063,"FW08NY014","31-Aug-08","NAP",-74.52344171,44.31879193,39.68,1.36,758.813,528.854,462.743,0.046,0.715,0,0.751,88.62,9.432,0.548,18.565,3.156388919,0.9243,45.4545455,43.2196969666667,"Stream",1112.26000976562,11.4700002670288,-0.779999971389771,15.3800003051758,99.7279991149902,110.116668701172
11751,186,19.5781,"FW08NY015","3-Aug-08","NAP",-74.43890932,42.50112044,79.62,0.168,670.969,555.981,292.962,2.049,1.367,0.589,0.513,89.089,7.881,1.896,16.662,4.309227467,0.2463265306,0,58.4523809666667,"Stream",986.099975585938,13.8599996566772,1.79999995231628,16.7399995803833,96.271997833252,94.9899991353353
11764,606,16.5956,"FW08NY016","29-Jul-08","NAP",-73.84559791,41.56286652,44.65,1.296,404.897,165.134,65.384,111.468,2.569,28.148,11.875,50.302,3.859,5.037,141.762,4.193392497,0.8806,0,54.3939394,"Stream",1170.43005371094,16.1200008392334,4.55999994277954,19.3419998168945,109.465999603271,141.903334299723
11766,1066,133.1956,"FW08NY017","30-Sep-08","NAP",-75.63217324,42.42297023,52.63,2.784,611.041,446.029,288.911,31.615,1.703,30.023,3.729,49.552,6.862,8.921,1220.392,4.42189408,0.595,0,38.7121212,"Stream",1056.43994140625,14.1800003051758,1.86000001430511,16.9200000762939,90.5859992980957,100.533332824707
11767,651,32.145,"FW08NY019","2-Oct-08","NAP",-77.05408537,42.14603326,51.37,2.04,788.747,509.184,275.856,23.071,1.725,31.551,4.365,58.509,1.077,3.689,5199.112,3.399852195,1.361,12.0454545,34.4318181666667,"Stream",923.679992675781,14.6099996566772,2.25999999046326,16.1190004348755,83.3179992675781,68.2866681416829
11768,3537,162,"FW08KY209","14-Jul-08","CPL",-89.3058315,36.60870194,63.7,4.104,4346,699.621,37,25.845,1.312,37.699,5.532,20.545,2.548,30.535,2360333.633,3.677405471,16.69542,0,31.1363636333333,"Stream",1283.64001464844,20.3999996185303,8.8100004196167,23.5790000915527,69.223999786377,129.74333190918
11769,1123,307.8356,"FW08NY018","6-Aug-08","NAP",-76.61918112,42.93689353,1.85,6.176,240.775,208.314,173.648,51.616,1.437,81.222,5.73,2.997,8.809,1.043,5.435,4.708491802,0.07526666667,2.7272727,39.2803030333333,"Stream",985.469970703125,14.2600002288818,3.74000000953674,18.3120000839233,82.2160003662109,95.0033340454102
11773,261,46.6038,"FW08NY022","5-Aug-08","NAP",-76.68105171,43.00710742,15.62,14.944,202.032,145.642,119.991,10.94,2.046,73.803,4.438,9.207,3.226,8.387,4.597,4.6907969,0.3595789474,10.4545455,45.8333333333333,"Stream",916.469970703125,14.0699996948242,3.77999997138977,18.2569995880127,79.1400009155273,93.6233317057292
11774,769,43.761,"FW08NY021","29-Sep-08","NAP",-73.98933424,42.82852399,35.33,3.888,1233.13,391.488,63.835,51.65,1.654,24.738,6.233,51.797,9.822,5.697,8589.87,4.081040807,5.21,17.9545455,51.3492063333333,"Stream",1014.52001953125,14.1999998092651,3.75999999046326,18.560000038147,124.403998565674,102.589998881022
11775,563,20.3175,"FW08NY023","25-Sep-08","NAP",-75.85677759,42.16144049,52.88,11.448,651.833,442.329,259.467,29.272,1.611,29.215,4.317,56.494,4.172,4.892,4001.482,4.492741694,0.8531,10.2272727,43.5227272666667,"Stream",1011.36999511719,13.75,1.95000004768372,17.2060005187988,72.2059989929199,91.8033345540365
11776,426,11.0663,"FW08NY024","2-Sep-08","NAP",-74.12799793,44.86450288,74.85,0.944,745.108,504.305,356.182,3.085,0.779,5.496,0.621,82.083,8.349,3.341,43.054,3.254264037,0.2818,0,51.3541666666667,"Stream",1114.34997558594,11.5500001907349,0.75,16.3660003662109,113.502000427246,94.4866676330566
11777,239,3.3531,"FW08NY025","30-Sep-08","NAP",-73.74076924,43.24865985,17.88,2.264,1620.77,503.469,88.239,7.428,0.603,0.572,2.099,81.023,10.304,1.016,7206.012,3.339446913,6.92,10.6818182,62.9166666666667,"Stream",1085.64001464844,14.0100002288818,2.42000007629395,17.5170001983643,113.301997375488,134.286669413249
11778,610,26.14,"FW08NY027","7-Oct-08","NAP",-75.76742933,44.25928066,18.1,1.016,419.749,202.276,90.794,26.075,1.362,14.609,5.154,54.755,12.477,10.388,889.151,4.12697009,3.89,87.5,99.7348485,"Stream",988.659973144531,12.5600004196167,2.21000003814697,17.3289993286133,97.2440010070801,100.866668701172
11780,936,45.0238,"FW08NY028","23-Sep-08","NAP",-73.78702077,42.47413071,7.72,7.296,1620.77,385.114,0,57.901,1.538,15.691,7.09,60.752,10.333,3.344,22345.081,3.622615893,11.61,7.7272727,47.3106060666667,"Stream",1003.27001953125,15.3699998855591,4.44000005722046,19.4560001373291,109.30599899292,96.9266649881999
11781,718,118.82,"FW08NY032","15-Sep-08","NAP",-78.46921921,42.06590517,13.02,7.488,796.11,589.167,424.725,20.164,1.222,14.924,2.95,74.346,1.838,5.609,3033.225,3.728004978,1.178,0.9090909,57.4242424333333,"Stream",1024.96997070312,13.9700002670288,1.53999996185303,16.5070001602173,108.730000305176,81.009999593099
11783,786,49.5681,"FW08NY035","26-Sep-08","NAP",-76.39830557,42.02895573,69.38,9.112,832.486,447.328,233.023,37.981,1.697,27.557,5.213,58.614,3.989,3.502,12241.626,4.408623659,1.182828283,15.9090909,41.7045454666667,"Stream",935.719970703125,14.960000038147,2.52999997138977,17.5800003051758,75.6320022583008,86.2833315531413
11784,843,39.6863,"FW08NY037","25-Sep-08","NAP",-74.19444996,42.93557536,0.55,4.96,1233.13,397.664,77.242,42.84,1.577,24.792,5.68,52.172,9.808,5.849,8326.982,4.094553106,4.68,0,37.0634920666667,"Stream",963.630004882812,14.2600002288818,3.40000009536743,18.0639999389648,123.195999908447,100.913335164388
11785,1219,106.6538,"FW08NY039","7-Oct-08","NAP",-75.69644417,42.34775323,27.4,2.8,611.041,444.681,275.084,28.873,1.704,29.27,3.662,52.176,6.12,7.843,1400.494,4.421553324,0.712,7.7272727,43.5984848333333,"Stream",1040.14001464844,14.3000001907349,2.05999994277954,16.9290000915527,88.7179992675781,97.3833351135254
11786,983,19.7481,"FW08NY040","1-Oct-08","NAP",-73.58640123,43.25552804,31.72,2.08,1620.77,495.493,31.179,12.455,0.669,0.994,2.621,79.786,10.52,1.097,7352.821,3.339228877,3.673,32.7272727,58.4848485,"Stream",1021.36999511719,14.1400003433228,2.45000004768372,18.0819999694824,112.080000305176,123.713335673014
11787,313,9.8938,"FW08NY041","28-Aug-08","NAP",-74.55172988,43.53157897,74.1,0.608,961.605,744.898,584.649,0,0,0,0,96.95,0.865,0.463,8.976,3.742785811,0.1972,0,51.7361111,"Stream",1495.08996582031,10.9799995422363,-1.11000001430511,14.3749998092651,108.758000183105,153.35666402181
11788,969,64.2906,"FW08NY042","4-Oct-08","NAP",-77.84330995,42.85984433,18.73,4.6507,789.43,498.255,159.808,22.151,1.662,40.404,4.132,48.765,1.487,4.713,3858.282,3.188778473,2.876,0,45.1893939333333,"Stream",834.47998046875,14.3000001907349,3.77999997138977,18.118999671936,84.4000007629395,69.8266671498616
11789,1226,34.6463,"FW08NY050","6-Oct-08","NAP",-76.39769929,43.3045003,11.22,2.272,789.43,306.266,93.709,85.639,2.105,41.647,8.649,31.817,6.887,6.474,21102.752,4.231094965,5.36,60.6818182,99.2045454666667,"Stream",1121.39001464844,13.4300003051758,3.47000002861023,17.5929996490479,89.9899993896484,127.350003560384
11790,576,46.2069,"FW08NY044","26-Aug-08","NAP",-73.9319509,42.05575562,21.75,17.296,1620.77,365.978,0,54.978,1.578,15.841,7.133,61.398,9.7,3.19,27065.163,3.705007381,14.495,49.0909091,35.8333333333333,"Stream",1084.98999023438,16.2999992370605,4.34000015258789,19.425,115.306001281738,156.896667480469
11791,5481,340.6613,"FW08NY065","8-Sep-08","NAP",-75.47830277,42.90824199,16.42,2.496,539.95,421.777,370.576,16.491,1.846,44.439,2.613,27.911,16.25,8.313,5.511,4.391839981,0.1153,36.1363636,70.6818181666667,"Stream",1098.89001464844,13.4200000762939,1.83000004291534,16.8559997558594,84.4939994812012,97.8400001525879
11792,613,99.7313,"FW08NY066","9-Sep-08","NAP",-76.85463864,43.01566804,0,0.768,168.584,152.78,142.848,32.314,2.999,71.364,9.62,15.884,3.132,0,0.402,4.6642575,0.09388888889,3.6363636,37.3863636333333,"Stream",909.880004882812,14.1199998855591,3.88000011444092,18.4840003967285,83.742000579834,93.5399983723958
11794,277,18.1081,"FW08NY077","4-Oct-08","NAP",-76.47440336,42.74126609,38.4,1.04,408.825,340.397,218.68,9.607,1.099,11.513,3.364,69.469,2.976,12.678,0.696,4.7156997,0.0342,29.0909091,94.8484848333333,"Stream",1005.78997802734,12.6599998474121,2.20000004768372,17.5719997406006,83.657999420166,89.7633349100749
11798,1160,80.6475,"FW08CT009","13-Aug-08","NAP",-72.74883502,41.63414725,23.4,1.72,301.43,76.86,7.504,453.367,4.028,7.426,35.113,47.405,4.675,1.161,53.7,3.832230568,0.7960377358,9.7916667,47.5347222333333,"Stream",1240.66003417969,15.9399995803833,4.94999980926514,19.7259998321533,125.848001098633,144.563331604004
11799,470,20.3438,"FW08CT020","14-Aug-08","NAP",-73.41535386,41.57492863,17.85,4.712,799.086,329.27,56.465,56.355,1.754,13.021,8.321,68.725,5.332,1.875,2902.111,3.804061404,2.356,11.1363636,37.7651515,"Stream",1250.06994628906,15.8299999237061,3.80999994277954,18.5420000076294,137.338000488281,143.86666615804
11806,259,9.2238,"FW08ME001","19-Aug-08","NAP",-69.84798955,45.94507318,51.62,0.312,712.255,443.07,336.346,0.265,0,0,0.083,90.066,3.088,6.764,10.898,1.89162463,0.2897959184,0,51.25,"Stream",1100.25,9.67000007629395,-2.57999992370605,14.1369998931885,107.031999206543,83.9833323160807
11808,184,2.7263,"FW08ME002","27-Aug-08","NAP",-68.90735581,47.16990604,0,0.615,591.584,343.133,167.817,3.927,0.805,2.825,0.868,90.608,0.995,3.884,24.902,1.63229996,0.2961,0,55.6818181666667,"Stream",975.260009765625,9.40999984741211,-3.39000010490417,14.1790002822876,113.643999481201,72.6000010172526
11814,616,37.39,"FW08ME003","20-Sep-08","NAP",-70.55629768,43.43990417,45.43,0.816,152.528,73.651,20.18,37.914,1.697,9.75,6.891,68.958,9.42,2.964,63.536,2.612424374,0.8821,4.5454545,45.2651515,"Stream",1235.66003417969,13.8999996185303,2.57999992370605,17.6080001831055,147.635997390747,146.036666870117
11815,141,0.57,"FW08ME004","16-Sep-08","NAP",-70.38442132,44.89177673,71.95,0.52,1230.28,641.45,315.695,0.722,0.351,0.239,0.462,84.526,1.2,13.341,107.572,2.150582703,0.6468,0,59.9242424333333,"Stream",1283.65002441406,10.0799999237061,-1.67999994754791,15.2499998092651,153.721997833252,117.243334452311
11816,410,10.9044,"FW08ME005","22-Aug-08","NAP",-68.99696306,44.9603277,25.52,0.1333,316.36,112.132,44.626,14.401,1.242,14.853,5.375,67.92,9.917,1.339,247.7,2.095569116,0.9072216,36.5909091,62.7272727333333,"Stream",1109.67004394531,12.1700000762939,0.360000014305115,16.3239995956421,110.111999511719,99.1366653442383
11819,292,29.0613,"FW08ME006","28-Aug-08","NAP",-67.86175972,45.88455729,59.95,0.3787,232.257,192.107,158.089,7.078,0.671,1.636,1.623,85.968,7.448,3.325,6.876,1.866066456,0.3240625,0.4545455,45.4166666666667,"Stream",1098.43994140625,10.8699998855591,-1.04999995231628,15.5689998626709,102.441999816895,111.763333638509
11820,384,11.035,"FW08ME007","3-Sep-08","NAP",-70.0993017,45.69043623,74.15,2.416,1074.27,492.316,413.799,0,0.683,0,0,70.209,6.836,17.422,39.795,1.897898572,0.3511,0,50.0757575666667,"Stream",1092.43994140625,9.32999992370605,-1.94000005722046,14.460000038147,145.499996948242,87.3799997965495
11821,406,14.7756,"FW08ME008","20-Aug-08","NAP",-69.43808234,46.43544151,50.75,0.212,500.038,393.472,306.666,0,0.26,0,0,57.39,5.639,36.672,37.081,1.906988785,0.3459,0,61.8181818333333,"Stream",1020.64001464844,9.32999992370605,-2.75999999046326,14.5770000457764,121.917997741699,92.1633326212565
11823,541,36.5638,"FW08ME009","29-Aug-08","NAP",-67.79620541,46.63770296,53.98,0.624,334.788,220.393,147.307,4.994,0.831,26.872,3.329,32.046,6.808,2.533,37.64,1.572376291,0.5026,0,56.6666666666667,"Stream",1047.4599609375,9.9399995803833,-1.12999999523163,15.2830001831055,100.017999267578,105.483334859212
11824,264,11.1744,"FW08ME010","25-Aug-08","NAP",-69.01443914,47.11115563,90.32,0.688,455.732,337.172,238.145,0,0.875,0,0,94.912,1.355,3.734,10.89,1.669246614,0.2703,0,72.7272727333333,"Stream",955.5,8.88000011444092,-2.74000000953674,14.3970001220703,117.347998046875,70.326665242513
11825,183,3.9963,"FW08ME011","2-Sep-08","NAP",-69.55645391,44.9834071,86.22,0.3813,463.088,240.811,96.556,6.01,1.152,2.902,2.574,82.655,5.244,6.468,117.6,2.029193972,0.4649,3.6363636,63.1818181666667,"Stream",1105.56994628906,12.25,-0.370000004768372,15.9510000228882,127.637999725342,97.5100008646647
11828,343,11.6075,"FW08ME013","28-Aug-08","NAP",-67.89810129,47.13182679,9.02,2.224,852.842,342.11,129.242,0.845,0.284,0.996,0.338,36.55,3.762,7.982,21423.438,1.778063654,5.538,0,50.0757575666667,"Stream",1052.18994140625,9.5600004196167,-1.88999998569489,14.8879999160767,111.520001220703,81.7200012207031
11831,331,4.8406,"FW08ME016","26-Aug-08","NAP",-68.94424298,47.1542792,75.1,0.2362,852.842,384.85,163.777,0.039,0.35,0.013,0.08,51.454,5.416,13.698,10481.434,1.853959753,1.8217896,0,27.9924242333333,"Stream",968.469970703125,9.22999954223633,-3.23000001907349,14.3749998092651,115.04400100708,71.8899993896484
11832,268,8.9681,"FW08ME017","21-Aug-08","NAP",-68.62034335,45.87866622,54.4,0.4033,1449.19,320.571,97.154,0.07,0.476,0.003,0.296,75.689,8.657,9.083,2577.69,1.864329761,1.483,34.0909091,58.7878788,"Stream",1110.57995605469,11.25,-0.629999995231628,15.9269998550415,117.996002197266,108.223332722982
11833,246,4.9425,"FW08ME018","4-Sep-08","NAP",-67.54984267,44.73737623,29.57,2.1586,418.505,95.88,16.785,0.331,0.727,2.794,0.868,69.715,11.267,10.717,1188.706,2.375054903,2.912,57.2727273,43.6742424333333,"Stream",1293.07995605469,11.8000001907349,1,15.4079996109009,127.691999053955,156.243334452311
11835,318,20.3419,"FW08ME020","24-Aug-08","NAP",-69.37837946,46.97555966,53.77,0.432,486.571,379.666,287.403,0,0,0,0,70.043,3.131,21.312,6.985,1.765948296,0.2283,0,66.3636363666667,"Stream",1068.84997558594,8.80000019073486,-2.73000001907349,14.1910001754761,132.857999420166,82.4533335367839
11837,208,2.3788,"FW08ME021","5-Sep-08","NAP",-68.94965872,45.2573317,56.35,0.243,1108.93,331.728,79.734,2.105,0.572,0.432,0.826,80.63,6.5,9.395,867.147,1.858127709,1.34,6.3636364,41.0606060666667,"Stream",1082.36999511719,12.0200004577637,-0.340000003576279,16.3890007019043,98.8479995727539,103.089998881022
11838,317,16.375,"FW08ME022","12-Sep-08","NAP",-69.70560359,44.42154531,32.78,2.032,1290.81,320.112,5.18,10.264,0.986,3.452,2.953,68.615,7.404,11.015,14043.565,2.087879,3.337,11.8181818,54.8106060666667,"Stream",1107.67004394531,13.0699996948242,1.33000004291534,17.1920000076294,116.559999084473,107.433334350586
11840,482,14.125,"FW08ME027","18-Sep-08","NAP",-70.09860987,44.00308603,41.98,1.04,1911.1,420.569,27.421,16.898,1.068,2.438,3.624,79.122,4.555,5.589,8565.382,2.397650207,3.188,3.6363636,58.3333333333333,"Stream",1246.26000976562,13.0600004196167,1.48000001907349,16.4809999465942,131.691999816895,133.766665140788
11845,343,23.6813,"FW08ME026","15-Sep-08","NAP",-69.67614081,44.501094,17.83,3.528,1290.81,321.21,6.229,10.179,0.983,3.38,2.917,68.665,7.414,11.054,13983.95,2.086838076,2.587,12.2727273,60.3409091,"Stream",1083.32995605469,13.1599998474121,1.03999996185303,17.15,116.035998535156,101.976666768392
11878,2900,5450.725,"FW08SD004","1-Aug-08","NPL",-102.1639264,43.6967828,16.38,94.4,1512,1034.76,721.673,2.219,0.526,4.306,1.382,8.629,1.569,78.397,9696.889,2.588132295,0.3491,6.3636364,6.62878786666667,"Stream",460.279998779297,16.7399997711182,1.75999999046326,19.1990003585815,73.9500011444092,13.4933331807454
11880,2359,1068.281,"FW08SD005","19-Aug-08","NPL",-98.87786433,43.41349596,47.03,42.8,631.534,497.131,450.826,1.798,1.131,91.594,3.81,0.356,1.476,2.333,1542.296,4.246273145,0.5605,5,22.9924242333333,"Stream",610.77001953125,15.6099996566772,2.34999990463257,19.1930002212524,72.9640014648437,15.0466664632161
11881,723,315.2731,"FW08SD009","22-Aug-08","NPL",-101.7975957,43.52786911,72.05,17.4513,1083.04,927.492,766.738,0.847,1.001,13.343,1.714,4.275,1.969,78.101,1014.586,2.637607543,0.321,0,66.1742424333333,"Stream",479.630004882812,16.5699996948242,1.79999995231628,18.9850002288818,77.157999420166,12.3633330663045
11882,7613,3189.063,"FW08SD010","11-Sep-08","NPL",-101.2769944,45.7710672,19.57,34.6667,763.183,658.431,575.545,0.435,0.715,20.339,1.965,0.071,0.919,76.157,105.084,2.28667213,0.4928915663,5,18.5227272666667,"Stream",415.980010986328,13.6499996185303,0.230000004172325,17.9940002441406,75.3179992675781,4.00666658083598
11883,621,40.0381,"FW08SD012","29-Jul-08","NPL",-102.8174619,43.2870233,10.42,26.2989,1512,1108.51,865.474,2.785,0.522,5.174,1.636,11.028,1.906,79.277,5650.433,2.574330682,0.431,3.6363636,60.9848485,"Stream",437.859985351562,16.8500003814697,1.30999994277954,18.3680000305176,71.776000213623,12.1866663297017
11884,4213,899.406,"FW08SD016","7-Aug-08","NPL",-101.8394667,45.68732336,73.75,20,1117.39,848.347,628.441,0.804,0.582,27.855,2.143,0.447,0.444,68.392,9152.337,1.869903194,0.4201,33.8636364,31.8939394,"Stream",415.980010986328,14.5100002288818,0.519999980926514,17.9479999542236,87.2339988708496,5.08999991416931
11887,139,5.755,"FW08SD020","19-Sep-08","NPL",-99.45185123,43.82175326,16.73,3.312,561.432,528.565,442.237,0.439,0.757,19.833,3.783,0.233,1.583,74.251,58.134,3.973827529,0.1122,0.4545455,2.1969697,"Stream",554.859985351562,15.539999961853,2.11999988555908,19.1950000762939,92.0360004425049,9.45999972025553
11888,281,19.5038,"FW08SD021","29-Aug-08","WMT",-103.7937273,44.28504443,15.1,1.166,1996.97,1863.33,1735.09,5.191,1.639,0,0.634,93.282,0.117,5.967,12.35,1.807054996,0.2079333333,57.5,24.8484848333333,"Stream",713.130004882812,12.1099996566772,-1.45000004768372,13.4980002403259,116.090003204346,48.3199996948242
11889,1685,145.0888,"FW08SD022","10-Sep-08","NPL",-101.0847823,45.50981053,22.8,13.536,707.972,662.145,630.548,0.583,0.862,39.184,2.787,0.064,0.966,56.36,69.966,2.560985153,0.4905333333,26.5909091,21.5909091,"Stream",449.390014648438,13.6800003051758,0.680000007152557,17.9230003356934,92.8860000610352,5.95666678746541
11890,397,63.0425,"FW08SD025","28-Aug-08","NPL",-103.0622408,43.78581882,43.43,15.5652,2174.97,1287.02,941.108,3.403,0.856,2.65,1.981,48.053,0.792,46.441,621.449,2.577359121,0.7692,5,47.7651515,"Stream",427.679992675781,15.6199998855591,1.79999995231628,17.5059997558594,77.676001739502,8.67000007629395
11891,1605,433.2419,"FW08SD027","6-Aug-08","NPL",-101.9843776,45.72849972,80.48,23.0667,1117.39,856.539,646.442,0.727,0.585,27.784,2.183,0.466,0.401,68.466,8592.916,1.854885803,0.4554,42.7272727,28.7878788,"Stream",408.679992675781,14.6700000762939,0.159999996423721,17.8479999542236,83.5520011901855,5.21000003814697
11892,1209,174.505,"FW08SD029","4-Sep-08","TPL",-98.63765863,45.00143744,18.03,20,627.267,485.899,389.172,1.186,0.872,60.369,3.635,0.256,3.406,30.877,3174.971,3.885683843,0.552,48.6363636,25.7575757666667,"Stream",552.359985351562,13.1899995803833,0.300000011920929,17.8539995193481,87.1099975585937,9.45333309968313
11893,593,20.4125,"FW08SD039","24-Sep-08","NPL",-100.6831275,45.76411077,38.85,1.424,749.375,637.642,544.533,2.35,0.899,40.016,3.218,0.312,0.932,55.212,673.712,2.477005921,0.8059183673,6.3636364,31.4015151666667,"Stream",430.579986572266,13.3699998855591,0.129999995231628,17.6730001449585,91.9120018005371,3.09666665395101
11895,1066,155.595,"FW08SD023","9-Sep-08","NPL",-100.85083,45.65635515,44.75,12.6,1117.39,787.798,503.316,0.657,0.572,23.722,1.741,0.484,0.633,72.67,13655.317,2.023300611,0.6402,0,41.5909091,"Stream",426.679992675781,13.6499996185303,0.389999985694885,17.9429996490479,74.3120002746582,3.28000005086263
11896,1471,592.244,"FW08SD019","30-Jul-08","NPL",-102.3896031,43.38208938,7.15,25.4366,1122.57,1016.08,876.177,3.386,0.976,4.455,2.151,10.547,1.507,81.202,331.746,2.612392527,0.9024,0,77.2348485,"Stream",462.679992675781,16.6800003051758,1.25,17.7909997940063,81.4319999694824,14.6933336257935
11897,737,127.9775,"FW08SD043","12-Sep-08","NPL",-102.3781605,45.62072484,46.38,17.28,1117.39,882.805,708.731,0.239,0.402,13.692,1.007,0.68,0.256,83.911,3840.371,1.898968,0.4597,5,18.4848485,"Stream",421.170013427734,14.2799997329712,-0.200000002980232,17.3499998092651,76.6740016937256,6.87666654586792
11898,650,29.7094,"FW08SD041","26-Aug-08","NPL",-103.2286962,44.15643022,49.82,2.44,2060.22,1497.14,1001.19,15.944,1.195,0.892,2.538,83.151,0.666,12.63,383.214,2.086927719,0.682,57.5,24.9621212,"Stream",459.579986572266,15.1999998092651,1.83000004291534,17.3589998245239,104.156002426147,10.1166666348775
11899,338,28.6338,"FW08SD046","20-Aug-08","NPL",-102.9969674,43.6071459,62.65,6.0907,2185.09,1356.17,821.643,0.665,0.47,0.997,0.551,8.197,1.162,88.065,25635.889,2.066514563,0.5439,25,46.4393939333333,"Stream",445.690002441406,16.7800006866455,1.51999998092651,18.3099998474121,73.0960006713867,9.19999980926514
11900,993,91.5325,"FW08SD049","3-Sep-08","TPL",-96.70890655,45.35231501,53.87,3.2427,634.034,432.522,328.631,2.475,1.101,59.286,4.657,1.141,5.37,26.431,529.599,3.839372973,0.542,28.4090909,33.5606060666667,"Stream",604.710021972656,12.3699998855591,0.509999990463257,17.5770004272461,99.3700012207031,8.56333335240682
11901,328,25.3406,"FW08SD052","27-Aug-08","NPL",-102.8050839,44.39508619,25.6,4.056,984.655,847.252,719.961,0.068,0.236,2.795,0.132,0.049,0.894,91.365,1013.618,2.315392237,0.6661333333,6.3636364,24.8484848333333,"Stream",423.350006103516,15.7299995422363,0.610000014305115,17.9800006866455,84.7159996032715,10.5999999046326
11902,1009,377.4325,"FW08SD054","21-Aug-08","NPL",-101.8385385,43.64222528,44.25,25.7021,1083.04,915.232,710.567,0.787,0.96,12.304,1.624,4.523,1.935,77.456,1139.834,2.634286672,0.24,8.1818182,32.6136363666667,"Stream",470.350006103516,16.8500003814697,2.03999996185303,19.4040000915527,74.1380012512207,11.5433333714803
11904,1001,494.6844,"FW08SD058","31-Jul-08","NPL",-102.4814225,43.48729998,40.68,NA,1122.57,979.094,802.082,2.865,0.89,3.356,1.836,7.504,1.24,83.068,506.401,2.6061555,0.2955,8.6363636,18.2954545333333,"Stream",456.040008544922,16.7600002288818,1.38999998569489,18.339999961853,73.9880004882812,11.2499996821086
11908,659,150.1463,"FW08SD063","17-Sep-08","NPL",-101.9940786,44.5204035,NA,2.192,2201.1,1249.52,570.478,3.607,0.546,3.443,1.148,13.749,1.354,78.496,55224.047,2.090391288,0.8942718447,0.7692308,9.8076923,"Stream",434.450012207031,16.1800003051758,1.21000003814697,18.9430004119873,97.2059989929199,9.39333343505859
11910,916,15.0038,"FW08PA035","3-Sep-08","SAP",-76.80150575,40.88571622,23.95,0.3413,809.693,473.601,130.514,26.229,1.278,13.319,5.131,77.382,0.364,2.622,18083.412,4.017412878,2.8273216,3.1818182,45.1136363666667,"Stream",1072.5400390625,16.1299991607666,4.44999980926514,18.7469999313354,104.551998901367,102.803333282471
11919,4581,1474.1,"FW08SD071","25-Sep-08","NPL",-101.5487176,45.56322755,35.92,48,764.905,690.219,639.251,0.091,0.264,4.859,0,0.145,0.141,93.911,86.283,2.356230076,0.6557333333,0,25.9090909,"Stream",429.549987792969,13.9300003051758,0.159999996423721,17.7590000152588,111.760001373291,6.24333333969116
11920,891,51.3613,"FW08SD061","17-Sep-08","NPL",-99.81948746,43.91601196,53.28,7.696,727.249,594.118,494.477,1.189,0.753,31.962,4.012,0.191,0.8,62.451,1194.218,3.210741627,0.238,19.5454545,13.7121212,"Stream",502.079986572266,15.8900003433228,1.74000000953674,19.153999710083,72.7879989624023,7.07333326339722
11921,598,29.565,"FW08SD057","18-Sep-08","NPL",-99.15812818,44.04587612,24.5,5.072,671.751,579.706,460.703,0.39,0.516,14.24,1.788,0.139,0.451,82.73,924.249,4.215917713,0.3806,9,15.4545454666667,"Stream",521.179992675781,15.0600004196167,1.62999999523163,18.6750001907349,113.990000915527,7.42666673660278
11936,2149,805.836,"FW08CA004","29-Jul-08","XER",-121.4471954,38.67542306,29.45,1.072,3157.34,1276.05,12.664,48.192,2.27,0.305,5.118,65.57,0.273,26.075,5061.535,0.819758706,0.372,5,54.1287878666667,"Stream",540.919982910156,23.5100002288818,9.61999988555908,23.1249996185303,0.187999999523163,109.699999491374
11938,89,7.6594,"FW08CA006","31-Jul-08","WMT",-119.929254,38.73207634,45.08,0.246,2990.37,2441.98,2175.76,0,0.699,0,0,39.398,1.091,50.95,35.273,0.609186981,0.3805,2.2727273,35.2272727333333,"Stream",1068.30004882812,13.5900001525879,-0.340000003576279,13.1200001716614,12.5499995946884,187.736663818359
11939,173,197.325,"FW08CA007","23-Jul-08","XER",-120.0540091,34.74768352,73.9,0.7008,1371.26,840.287,446.971,0.241,1.079,0,1.572,23.871,0,74.507,19.817,0.973143697,0.1085,0,32.3106060666667,"Stream",606.22998046875,23.5900001525879,9.89000034332275,22.1459999084473,1.3960000038147,175.403338114421
11940,34,25.2088,"FW08CA010","3-Sep-08","WMT",-122.764264,42.00285652,79.62,0.39,2283.39,1605.89,1072.38,0,2.494,0,5.679,73.588,0.813,19.921,24.924,0.424385279,0.2306,0,39.4318181666667,"Stream",741.690002441406,16.6200008392334,3.22000002861023,16.7830003738403,11.2619995728135,135.336666107178
11941,96,62.2831,"FW08CA011","21-Aug-08","XER",-119.3439232,38.31081734,70.72,0.84,3066.21,2606.69,2270.58,0,0.069,0,0,7.851,0.117,91.76,25.36,0.625389194,0.162,0,64.0909091,"Stream",527.900024414062,13.4399995803833,-2.11999988555908,13.4069996833801,10.1839998502284,109.330000559489
