"SITE_ID","UID","DATE_COL","AGGR_ECO9_2015","LAT_DD83","LON_DD83","TP","TN","DEPTH","MMI","CHLA","aqveg","Rveg","NDEP","AG_PCT","URBAN_PCT","FOREST_PCT","WETLAND_PCT","ROADDEN","POPDEN","ELEVMAX","ELEVMEAN","ELEVMIN","SHRUB_GRASS_PCT","WS_AREA","Type","PrecipNorm","TMAX","TMIN","Tsummer","PrecipSummer","PrecipWinter"
"NLA12_ID-194",6823,"6/26/2012","XER",43.16587842,-115.6524756,93,471,4.27,58.3,31.36,32,13.4532267,1.126289,0.389201,2.61698,0.599651,0.379515,0.999121,10.399068849,1657.79,1213.95,992.75,95.223923,102.2094,"Lake",268.390014648438,17.4599990844727,2.69000005722046,20.0699996948242,4.06399999149144,29.0766665140788
"NLA12_ID-198",7590,"7/31/2012","XER",44.21474968,-111.6155136,79,696,2.1,69.5,22.56,21,21.7432098833333,1.427389,0,0,5.526316,13.947368,0.525042,2.74958259381,1809.47,1721,1686.03,70.526316,0.342,"Lake",537.179992675781,12.3100004196167,-2.71000003814697,15.4000001907349,18.1919998168945,29.0366662343343
"NLA12_ID-203",7587,"8/1/2012","WMT",42.26037727,-111.4707171,175,1369,1.7,54,22.29333333,1.1111111,21.3944393166667,3.58272,0,0,4.694403,0.055228,1.66288,14.89966598211,2214.2,2086.37,1996.17,91.218704,4.8888,"Lake",607.380004882812,12.2299995422363,-1.86000001430511,14.7489999771118,18.7920003831387,43.6866664886475
"NLA12_ID-205",1000170,"8/21/2012","WMT",44.97021316,-116.001262,75,373,10,60.7,2.144,59.75,34.4583333333333,2.586669,0.27671,0,38.478094,0.814758,0,15.3375840813,2414.13,2187.38,2004.08,59.33897,5.8545,"Lake",1339.75,9.32999992370605,-3.20000004768372,11.8269999504089,34.8639995574951,141.3533299764
"NLA12_ID-207",7168,"7/12/2012","WMT",48.27818524,-116.8311247,43,235,3.8,51.1,5.448,46.25,31.5,1.79303,0.181233,0,83.454155,1.587462,1.24135,14.47110033681,1419.83,898.0560156,683.32,13.723319,26.8164,"Lake",807.409973144531,13.6099996566772,1.0900000333786,14.8050003051758,63.4039987564087,80.5233345031738
"NLA12_ID-209",6970,"7/5/2012","WMT",44.79670477,-116.7326881,41,104,4.6,NA,0.424,0,22.6200343666667,1.74449,0,0,69.475545,0,1.01972,6.338482527,2324.63,2224.98,2149.01,23.158515,1.5273,"Lake",1153.53002929688,8.5,-2.0699999332428,11.4550003051758,33.1119997024536,115.486668904622
"NLA12_ID-210",7412,"7/24/2012","WMT",43.94034156,-114.9417467,9,51,14,67,0.384,1.5,23.3118131833333,3.56785,0,0,14.938187,0.274725,0,6.19483909161,3176.59,2785.31,2621.42,64.165522,5.2416,"Lake",1425.93005371094,7.67000007629395,-3.38000011444092,11.1959998130798,44.5359990119934,177.199996948242
"NLA12_ID-214",1000137,"8/8/2012","XER",42.1873061,-113.92408,134,290,5.9,41.4,8.72,0,5.7763031,1.563079,1.266107,0.021941,9.700259,0.346213,0.729855,3.58120248291,2609.44,1842.3,1434.72,88.515757,1841.787,"Lake",313.519989013672,15.7399997711182,1.39999997615814,18.3500003814697,20.1579999923706,22.6266671816508
"NLA12_ID-215",7479,"7/25/2012","WMT",43.97945187,-114.8776554,13,38,50,82.2,0.717714286,0,30.84848485,2.885479,0,0,36.945264,0.376926,0.009436,6.21887419881,3176.59,2572.42,2132.53,50.058997,27.459,"Lake",582.179992675781,10.4799995422363,-6.30000019073486,11.181999874115,18.9659997940063,46.8833325703939
"NLA12_ID-216",1000126,"8/7/2012","XER",42.53147462,-116.3645133,275,1760,1.15,48,86.56,0,20.15079365,1.290539,0,0,0.1488,0.038729,1.18844,0.75229885536,1922.95,1838.12,1772.35,98.980819,44.1531,"Lake",460.989990234375,14.3000001907349,-1.21000003814697,15.9069999694824,6.62800002098083,43.1400000254313
"NLA12_ID-218",1000159,"8/15/2012","WMT",47.07386493,-115.9576667,37,109,21.3,26.5,2.04,0,28.11507935,4.07832,0,0,64.533333,0,0.243063,0.54967098771,2021,1801.48,1688.6,21.733333,0.675,"Lake",2007.94995117188,8.55000019073486,0.25,12.5580002784729,79.9160006523132,237.163330078125
"NLA12_ID-220",1000169,"8/22/2012","WMT",45.26811761,-116.2079681,53,139,5.85,72.6,1.130666667,0,19.60064935,2.113739,0,0,39.393939,0,0,2.95919048451,2567.11,2414.86,2356.04,55.050505,0.3564,"Lake",1452.93005371094,7.78999996185303,-3.39000010490417,11.230999994278,34.7160001069307,150.466667175293
"NLA12_ID-221",1000158,"8/16/2012","WMT",46.63155999,-114.3843753,47,785,1,69.2,6.08,17,27.375,3.1877,0,0,79.881154,2.886248,2.01239,1.60387979739,2046.09,1970.15,1943.49,6.451613,1.0602,"Lake",1490.83996582031,8.57999992370605,-2.53999996185303,11.5309998512268,51.675998878479,224.626663208008
"NLA12_IL-103",8327,"8/30/2012","TPL",40.98833771,-90.40342515,68,1133,7.7,48.7,30.08,26.25,31.9729905166667,6.59833,63.294562,29.910213,3.275176,0,2.6644,573.18550174002,252.96,240.8869922,222.47,0.581573,17.6418,"Lake",961.320007324219,15.6199998855591,4.57999992370605,21.4159992218018,77.4400012969971,50.253332455953
"NLA12_IL-104",7249,"7/18/2012","TPL",42.19772807,-88.10331921,17,731,9.3,39.4,6.16,52.25,29.22990615,6.370349,2.393845,52.778569,7.039042,6.839556,6.69857,5600.72374859049,271.83,261.7530078,256.76,0.370475,3.1581,"Lake",934.950012207031,14.3299999237061,3.61999988555908,20.4929996490479,50.8159996032715,46.906665802002
"NLA12_IL-105",8556,"9/13/2012","TPL",39.41011547,-87.80523888,28,603,16.5,46.9,12.37333333,16.3888889,38.05976315,5.910449,64.618037,4.495153,24.829653,0.008371,1.22797,30.34095326301,255.47,201.8890039,183.9,0.729939,53.7579,"Lake",1082.01000976562,17.9200000762939,6.26999998092651,22.9919998168945,71.8619998931885,76.2266667683919
"NLA12_IL-106",7282,"7/19/2012","TPL",42.37464061,-88.13351269,62,1188,8.7,48,59.36,40,24.9431431333333,6.15993,26.143974,47.730152,9.567208,4.266372,4.96556,5265.63082944054,278.75,242.25,222.25,6.3353,99.4428,"Lake",921.900024414062,14,3.60999989509583,20.1559997558594,63.6580001831055,44.0666669209798
"NLA12_IL-109",7446,"7/25/2012","TPL",39.44330979,-89.95992399,45,705,10,38,33.92,0,37.9601958,5.279459,82.841994,7.974549,5.196182,0.148462,1.38787,280.89736803999,208.19,203.705,193.35,0,4.2435,"Lake",986.369995117188,17.5499992370605,6.42999982833862,22.8909999847412,71.1759994506836,53.9499994913737
"NLA12_IL-110",6809,"6/26/2012","TPL",40.48022364,-88.10299877,24,520,4.5,56.9,4.533333333,14.25,23.6213925,5.37647,62.5,0,0,0,0,32.562390276,237.38,235.95,235.34,0,0.036,"Lake",965.659973144531,16.0799999237061,4.80000019073486,21.1529998779297,76.8699996948242,52.2233346303304
"NLA12_IL-111",8499,"9/12/2012","TPL",38.75927501,-88.067551,89,986,10,47.5,59.36,18.5,24.12897455,5.933499,55.200182,10.67749,20.895279,0,1.68753,197.68745913501,184.11,154.0759961,138.01,1.40193,27.6048,"Lake",1090.98999023438,18.2600002288818,7.1100001335144,23.4200000762939,83.9620008468628,80.1166648864746
"NLA12_IL-112",7933,"8/15/2012","TPL",37.82087568,-88.90132266,69,1350,2.8,30.2,24.8,3.5,22.1854019333333,5.18049,31.601123,13.693821,49.297753,0,3.1721,860.77536509016,153.38,137.357002,126.49,1.053371,1.2816,"Lake",1163.42004394531,18.9799995422363,7.5,24.0040004730225,58.2080007553101,82.0300000508626
"NLA12_IL-114",8303,"8/29/2012","TPL",40.50804437,-90.16117672,13,348,15,55.8,2.8768,15,35.1164958666667,6.211669,26.185874,6.81041,51.524164,1.546468,1.5346,126.12577643601,214.42,203.685,195.68,0,6.0525,"Lake",979.340026855469,16.4400005340576,5.09000015258789,21.8730003356934,69.7399990081787,42.3166675567627
"NLA12_IL-116",7973,"8/16/2012","TPL",37.69361669,-88.70869133,64,1610,7.5,35,0.220699301,0,37.495488,5.090839,12.328767,4.029009,67.365028,0,0.577577,67.640437839,158.32,140.755,132.12,11.845286,1.1169,"Lake",1190.23999023438,19.2000007629395,7.46999979019165,23.7770000457764,53.1139999389648,86.0066630045573
"NLA12_IL-118",7217,"7/17/2012","TPL",42.24358324,-87.96277577,91,1136,3.1,34.3,57.28,16.5,25.85200485,6.07554,2.635534,88.250135,2.012883,2.313473,7.8255,9332.79563798088,266,229.04,204.78,2.045089,16.767,"Lake",922.380004882812,14.3699998855591,4.38000011444092,20.9720001220703,67.4140007019043,49.3500010172526
"NLA12_IL-120",7385,"7/24/2012","TPL",38.75131255,-89.99244717,109,1198,7,36.7,48.64,23.3333333,35.03054945,5.194509,18.397997,56.821026,16.770964,0,4.29603,4280.11402461942,170.79,161.7209961,151.68,0,0.7191,"Lake",1065.5,18.6100006103516,8,24.2100002288818,58.001998758316,65.9033330281575
"NLA12_IL-123",8764,"9/25/2012","TPL",41.64802026,-87.89932476,384,4606,1.7,NA,234.4,7.5,36.8340819666667,6.696609,3.731776,59.522797,13.678023,9.957849,6.92874,4603.75907400981,239.16,214.9190039,201.97,3.33733,23.2731,"Lake",984.77001953125,15.289999961853,4.80999994277954,21.5090000152588,75.2720016479492,57.6666679382324
"NLA12_IN-101",7584,"8/1/2012","TPL",41.57991404,-84.92317079,20,568,18,51.2,3.466666667,87.5,24.6944348333333,5.810939,59.163346,1.593625,2.390438,16.533865,1.17477,190.44739331904,323.04,309.7930078,303.26,0,0.4518,"Lake",972.200012207031,14.8199996948242,3.77999997138977,20.1189998626709,52.3599994659424,64.3700002034505
"NLA12_IN-102",7793,"8/9/2012","UMW",41.28698824,-85.78290582,37,578,11.6,43.4,4.272,18.25,18.7945804166667,5.72127,54.705835,10.601278,7.250951,8.529578,2.74409,903.4454658801,284.77,259.8830078,249.1,1.205794,11.1213,"Lake",984.239990234375,15.3000001907349,4.67999982833862,20.7,58.9600009918213,73.8833338419596
"NLA12_IN-103",8012,"8/15/2012","TPL",41.39844133,-85.36782919,65,1304,9.1,49.1,27.57333333,47,24.875,5.691009,76.7156,5.396736,13.0107,2.968791,1.98275,193.229570937,324.55,300.0259961,282.77,0.180282,38.4399,"Lake",980.130004882812,15.3100004196167,4.36999988555908,20.5440002441406,58.3319995880127,66.5666656494141
"NLA12_IN-104",8167,"8/22/2012","TPL",38.21375521,-87.11795032,40,621,7,67.1,16.24,78.5,25.7312279166667,5.749829,12.80133,6.400665,69.326683,0,1.65675,46.06918553601,182.66,162.1490039,147.4,0,1.0827,"Lake",1188.31005859375,18.8299999237061,7.46999979019165,23.3729999542236,97.4160007476807,103.390003204346
"NLA12_IN-105",7757,"8/7/2012","TPL",41.41470487,-86.47339356,40,890,7.9,NA,15.2,18,27.5308642,6.429269,49.239063,15.443365,21.070365,4.397147,2.13956,473.76357373995,262.86,231.5580078,217.65,1.02207,16.0263,"Lake",1014.45001220703,15.3400001525879,4.36999988555908,20.6240001678467,70.0560005187988,65.533332824707
"NLA12_IN-106",7794,"8/9/2012","UMW",41.22553211,-85.65005694,29,614,14.6,39,8.48,38,35.3765432,5.73287,70.080785,6.082901,18.590114,2.596653,1.45097,146.65740157302,302.01,280.9459961,259.37,0.370264,18.7164,"Lake",980.010009765625,15.4099998474121,4.67000007629395,20.75,60.9399993896484,68.5000012715658
"NLA12_IN-108",7370,"7/23/2012","UMW",41.07631805,-86.46293011,58,1051,9,22.5,17.2,66,26.5127695333333,6.240699,76.395252,7.165332,4.979299,3.593707,2.53214,58.322430816,237.36,228.6480078,220.32,2.257797,16.3035,"Lake",1017.84002685547,15.4700002670288,4.40000009536743,20.826000213623,61.7739994049072,69.3933334350586
"NLA12_IN-110",7754,"8/6/2012","UMW",41.3210911,-85.75191291,21,630,36,10.6,6.186666667,46.25,22.4240275166667,5.69991,64.475556,8.419067,15.147481,5.134232,1.94202,306.44502681,304.66,275.1519922,246.91,0.475018,294.8094,"Lake",977.650024414062,15.25,4.61999988555908,20.8900001525879,60.5240005493164,71.2533340454102
"NLA12_IN-111",7579,"7/31/2012","TPL",39.60815568,-84.97150743,46,1359,8.8,49.5,38.4,63.5,36.31824325,5.252289,64.682332,11.417288,21.757948,0.173126,2.11664,317.13391295001,347.63,311.5030078,239.44,0.420191,49.9059,"Lake",1077.27001953125,17.0900001525879,5.40999984741211,21.5579998016357,68.4120018005371,102.776667912801
"NLA12_IN-112",8409,"9/5/2012","TPL",39.72076713,-86.72022287,59,765,10.7,34.5,33.12,15.5,19.6455433,6.172599,67.599672,15.626706,9.680503,0.027307,2.12125,426.00671964006,295.68,273.6809961,250.38,1.358547,26.3664,"Lake",1102.61999511719,16.6399993896484,5.73999977111816,21.3929996490479,83.1360010147095,88.2433331807454
"NLA12_IN-113",7592,"7/30/2012","UMW",41.69099262,-85.02355495,16,558,25.6,31.1,2.813793103,40,23.8430909333333,5.85996,35.036241,21.348949,8.944192,23.420573,3.07441,380.34779111004,365.1,312.7680078,285.73,1.181134,126.0315,"Lake",972.77001953125,14.7799997329712,3.9300000667572,20.0360004425049,64.9740009307861,69.5300000508626
"NLA12_IN-115",8168,"8/22/2012","SAP",39.02600151,-86.47054783,27,376,5.5,NA,14.13,0.5,32.7202381,6.005939,7.672887,2.125115,81.868483,0.022425,1.44308,138.33498929601,321.73,220.1440039,156.57,3.635338,1119.7089,"Lake",1179.40002441406,17.9400005340576,5.5,22.0820003509521,84.3700004577637,93.2466659545898
"NLA12_IN-116",7288,"7/19/2012","SAP",39.27760527,-86.21213767,16,556,8,48.1,1.944,20.25,23.4873737333333,6.131879,17.97235,3.225806,65.745008,0,1.97553,131.88099062502,254.76,244.3659961,235.79,2.764977,0.5859,"Lake",1191.89001464844,17.2299995422363,6.15999984741211,22.2750003814697,70.5100004196167,104.059997558594
"NLA12_IN-117",8307,"8/29/2012","TPL",39.71553494,-86.21183124,9,1234,7.3,48.9,4.284,43,25.5306102666667,5.904439,0,88.962874,0,0,6.26489,1236.62181832995,235.75,210.71,202.25,0,4.4604,"Lake",1073.96997070312,17.0499992370605,6.51999998092651,22.8680000305176,79.9920000076294,83.6966667175293
"NLA12_IN-120",7895,"8/14/2012","UMW",41.35308847,-85.44887465,44,733,6.5,20.1,21.7,44.25,38.71954595,5.680109,63.993843,6.41959,21.406897,4.606261,2.09473,201.64393562898,320.66,285.4840039,265.51,0.415767,123.3864,"Lake",970.909973144531,15.3000001907349,4.46000003814697,20.6570003509521,61.4740009307861,71.1500002543132
"NLA12_IN-126",8341,"8/31/2012","TPL",39.03667912,-85.68019805,84,853,3.4,36.7,26.88,1.5,29.1438067833333,5.744659,8.372828,21.327014,56.872038,0,9.37928,732.37144381011,223.83,213.7119922,205.58,0.947867,0.5697,"Lake",1149.93994140625,17.8400001525879,6.25,22.3530002593994,77.685998916626,107.016671498617
"NLA12_IN-127",7548,"7/31/2012","SAP",39.25666178,-86.37285788,53,840,6.4,46.8,32.48,19.7222222,24.8835173333333,6.11842,8.988616,2.623251,77.737391,0.022044,1.97385,187.49739470904,312.56,238.5209961,187.35,6.597563,183.7224,"Lake",1171.10998535156,17.3899993896484,5.71000003814697,22.007999420166,76.6959983825684,94.533332824707
"NLA12_IN-128",7444,"7/26/2012","UMW",41.28458229,-85.69379508,32,616,7.9,44.8,4.08,46.5,26.4953703666667,5.682059,57.120253,12.236287,14.319621,9.968354,2.6016,589.55682594003,272.62,263.8990039,253.28,0.386779,10.2384,"Lake",977.609985351562,15.3400001525879,4.65999984741211,20.8890003204346,63.1179992675781,73.2933336893717
"NLA12_IN-130",7589,"8/1/2012","SAP",38.12291459,-86.64595821,19,428,7.3,46.6,5.893333333,81.5,32.7300785666667,5.467909,24.191109,5.469459,63.921228,0,1.75493,147.29013872001,239.37,189.5209961,130.34,3.972633,23.8104,"Lake",1208.19995117188,19.1599998474121,6.96999979019165,23.1339996337891,99.5260009765625,98.4699986775716
"NLA12_IN-131",8410,"9/5/2012","TPL",39.45359873,-87.19347607,8,305,13,53.1,0.908,72.25,27.6640826833333,6.10408,16.924363,2.88341,70.497284,1.295445,4.56258,386.16234714993,218.98,205.4969922,191.23,2.319265,4.3074,"Lake",1067.44995117188,17.25,6.03999996185303,22.4730003356934,68.8059989929199,82.6266670227051
"NLA12_IN-134",7703,"8/6/2012","TPL",41.4463142,-87.16882512,38,1190,10.4,38.9,18.24,0,27.5915257,6.27997,26.840101,8.819797,25.380711,19.225889,2.23312,467.21090162994,250.75,241.2159961,233.11,11.167513,1.4184,"Lake",1000.66998291016,15.0299997329712,4.67999982833862,20.5280002593994,96.192000579834,62.92999903361
"NLA12_IN-135",8645,"9/18/2012","TPL",38.30624409,-87.31604402,31,298,8.5,44.8,3.56,47.75,25.2024611166667,6.01864,12.527716,5.432373,37.694013,4.101995,1.32351,115.232540085,158.81,144.832002,131.61,35.809313,0.8118,"Lake",1182.63000488281,18.9699993133545,7.57000017166138,23.7040000915527,92.8940002441406,88.6266682942708
"NLA12_IN-142",8293,"8/29/2012","TPL",38.6607598,-85.75451022,125,1524,1.4,46.1,12.48,47.25,21.5008818333333,5.48571,41.965389,5.01501,49.028783,0.044146,1.33181,202.76022131898,230.04,188.9709961,167.43,2.119018,10.1934,"Lake",1151.33996582031,18.5599994659424,6.71999979019165,22.046000289917,99.9099998474121,109.136665344238
"NLA12_IN-144",7753,"8/8/2012","UMW",41.27216801,-85.53933209,31,836,28,34.6,7.4,11,16.23809525,5.69846,65.962994,6.659756,15.022146,5.720478,1.79844,245.145402489,301.29,282.545,272.29,0.483774,28.6497,"Lake",973.719970703125,15.3900003433228,4.55999994277954,20.7229999542236,61.0960006713867,67.9533322652181
"NLA12_IN-145",7896,"8/13/2012","UMW",41.71697825,-85.65916761,107,1416,2.7,NA,77.76,84.5,21.1073841166667,5.946549,65.700958,2.160569,6.923644,22.366805,2.38391,281.39982868998,284.52,268.6340039,259.23,1.448564,3.6657,"Lake",972.919982910156,14.8999996185303,4.26000022888184,20.4670001983643,61.8079998016357,66.8900006612142
"NLA12_IN-146",7268,"7/18/2012","SAP",39.18592631,-86.34303669,24,285,7.9,44.4,2.56,30.75,35.875,6.11215,0.060435,0.171233,95.371676,0,0.899633,46.253595414,291.03,231.0319922,180.27,1.868453,17.8704,"Lake",1181.75,17.4799995422363,5.71999979019165,22.0529998779297,81.830001449585,97.2866694132487
"NLA12_IN-147",7633,"8/2/2012","TPL",40.15369416,-85.64595131,411,2256,1,NA,72,0,20.7916666666667,6.00679,67.879746,20.094936,8.46519,0,2.20522,703.70545003005,270.94,268.0980078,264.82,2.689873,1.1376,"Lake",1043,16.1299991607666,5.23999977111816,21.3579998016357,85.5199977874756,81.3499997456868
"NLA12_IN-149",7920,"8/14/2012","UMW",41.48115412,-85.34084746,51,758,6.4,45.8,12.88,66.25,20.4597038833333,5.69673,50.248479,17.793344,7.178502,15.031667,3.39725,909.91269681,324.52,296.7380078,277.55,3.873374,87.1101,"Lake",985.47998046875,15.2600002288818,4.40000009536743,20.5700000762939,62.269998550415,63.6633326212565
"NLA12_IN-155",8650,"9/19/2012","TPL",39.05599546,-87.14618915,13,389,9.4,42.2,3.253333333,40.5555556,36.7085444166667,6.195459,0,8.050848,77.118644,9.745763,1.32838,267.00984424998,174.61,168.6719922,162.06,0,0.2124,"Lake",1138.47998046875,17.7700004577637,6.40999984741211,22.8240009307861,63.2779989242554,90.0633347829183
"NLA12_IN-159",7829,"8/10/2012","TPL",39.77712835,-86.53665008,148,1308,4.6,42.5,60.912,42.5,29.91468255,6.075449,80.842608,4.809221,11.446741,0,1.20917,275.32111956999,316.47,296.0890039,279.23,0.437202,2.2644,"Lake",1063.81994628906,16.4699993133545,5.71999979019165,21.5890007019043,86.131999874115,90.3199984232585
"NLA12_IN-160",7442,"7/25/2012","UMW",41.32176444,-85.76856768,17,803,6.4,46.2,6.056,87.5,34.6666666666667,5.720369,44.047619,25.793651,1.785714,1.190476,3.23241,360.87627218994,272.91,259.0919922,252.88,0,0.4536,"Lake",979.219970703125,15.25,4.6100001335144,20.8900001525879,60.5240005493164,71.2533340454102
"NLA12_IN-162",8408,"9/6/2012","TPL",39.08573146,-86.05904543,39,529,3.8,48.1,16.32,50.5,38.72618515,5.86272,0,1.574803,94.600676,0,2.71997,99.98448677802,231.85,207.98,190.29,1.574803,0.8001,"Lake",1164.73999023438,17.5300006866455,6.1100001335144,22.1549999237061,59.1819997787476,96.8733342488607
"NLA12_IN-163",8014,"8/17/2012","TPL",39.83839159,-86.30451512,76,998,9.1,18.5,35.6,0,28.41232005,6.131169,69.627123,18.246567,7.915859,0.318408,3.04746,990.75408575988,299.79,278.4540039,240.42,2.052085,420.0264,"Lake",1044.77001953125,16.6399993896484,6.17999982833862,22.25,80.3000015258789,84.2600034077962
"NLA12_IN-164",7772,"8/8/2012","UMW",41.13163711,-86.26617418,18,650,8.4,35.6,2.309,78.75,41.6243447666667,6.177499,58.022249,4.103832,26.600742,7.070457,1.53091,118.87768942101,274.38,260.4090039,247.56,0.716934,3.6405,"Lake",1020.84997558594,15.2399997711182,4.42000007629395,20.9560001373291,68.9580009460449,70.9533335367839
"NLA12_IN-166",7805,"8/7/2012","TPL",40.9751033,-87.51101929,112,1280,2,47.9,22.72,78.5,30.875,5.933959,44.485812,4.483377,40.367786,0.911637,1.12859,44.923117551,214.9,203.77,195.6,3.469093,51.7311,"Lake",969.710021972656,15.9200000762939,4.48000001907349,21.1349998474121,88.3119995117188,56.7533327738444
"NLA12_IN-171",8086,"8/20/2012","SAP",39.26151083,-86.11289562,33,340,5.8,47.5,11.952,0.5,24.5205119666667,6.02858,0.220176,0.10008,94.495596,0,0.260999,131.51166582099,292.93,259.0509961,215.58,3.202562,4.4964,"Lake",1165.63000488281,17.2000007629395,6.05999994277954,22.3030002593994,72.4020017623901,101.683335622152
"NLA12_IN-172",7443,"7/25/2012","UMW",41.38935735,-85.83056287,11,1116,14.6,45.5,2.16,48.5,26.3902417,5.751659,68.937986,6.915265,12.127645,3.415422,1.9176,299.03247543,310.51,272.4009961,251.25,0.258086,37.3131,"Lake",977.489990234375,15.2299995422363,4.55999994277954,20.8419998168945,62.6499992370605,67.07000096639
"NLA12_IN-174",8070,"8/20/2012","TPL",38.00054365,-87.34409037,17,468,11.8,64.3,3.204,37.5,24.06529065,5.39398,19.571279,7.162774,64.360405,2.631579,2.79135,527.56024566999,148.17,132.702998,116.83,2.858138,5.1642,"Lake",1188.2099609375,19.3700008392334,8.03999996185303,24.1640003204346,84.7679992675781,94.6866696675618
"NLA12_IN-179",7921,"8/14/2012","TPL",39.76766233,-85.75665952,962,6600,3.1,34.1,171,0,39.5410731333333,6.214109,73.390566,18.618505,5.291291,0.427442,2.83308,1027.27035217989,311.07,282.0459961,257.48,1.64408,100.0134,"Lake",1124.22998046875,16.5499992370605,5.67000007629395,21.8759998321533,86.5720003128052,81.2966664632161
"NLA12_IN-180",8116,"8/21/2012","TPL",37.9689899,-87.76969281,49,618,6.4,38.1,13.44,1,25.9073608333333,5.360859,34.172662,11.151079,37.230216,0,2.04987,112.06990588599,155.53,139.592002,126.27,3.597122,0.5004,"Lake",1156.05004882812,19.0699996948242,7.90999984741211,24.1919998168945,78.9339996337891,90.1299997965495
"NLA12_IN-183",8438,"9/7/2012","TPL",38.73981144,-86.99601089,416,1545,1.1,37.8,12.976,78.25,30.4145299166667,6.299399,80.878682,7.613579,8.961558,0,2.85593,221.45398437201,176.71,160.6759961,149.34,0.174738,3.6054,"Lake",1181.43994140625,18.3299999237061,6.51000022888184,22.9930000305176,75.6699993133545,82.3766651153564
"NLA12_IN-185",7984,"8/16/2012","UMW",41.32762286,-85.45633739,64,771,5.5,49.1,30,66,27.49324325,5.677289,60.635104,5.260403,27.458757,3.273293,2.12833,196.77940605102,320.66,290.61,265.51,0.699551,65.3562,"Lake",971.570007324219,15.3000001907349,4.42999982833862,20.6570003509521,61.4740009307861,71.1500002543132
"NLA12_IN-186",8100,"8/16/2012","UMW",41.72566548,-85.4639434,15,484,14.6,50.4,2.736,8.5,24.3546713333333,5.866509,54.024171,12.226793,3.458473,13.538185,3.00525,249.86746189704,268.84,262.5190039,254.98,0,7.0002,"Lake",955.429992675781,14.8299999237061,4.13000011444092,20.1940002441406,56.215998840332,65.3633346557617
"NLA12_IN-187",7922,"8/14/2012","TPL",41.74894691,-84.84254259,11,285,6.7,73.2,5.04,84.5,18.2082231,5.828189,47.295824,7.948998,8.252358,17.874579,2.00969,203.01585592197,341.86,324.0980078,314.98,0.20856,18.9873,"Lake",954.099975585938,14.5699996948242,3.78999996185303,20.0520000457764,66.77799949646,63.1633338928223
"NLA12_IN-191",8318,"8/30/2012","TPL",38.93722484,-85.19511755,147,1943,2.3,24.2,56.1,0,28.8571428666667,5.507919,59.74026,5.339105,31.457431,0,1.58514,78.138703305,296.73,289.7319922,276.59,0,1.2474,"Lake",1133.03002929688,17.5,6.05999994277954,21.4790000915527,73.2980010986328,109.420001983643
"NLA12_IN-193",8540,"9/12/2012","TPL",39.89200512,-86.11552511,9,350,8.2,52.2,5.104,0,17.2140461,6.104979,0,59.705159,0,0,7.48949,8364.11345218098,225.77,221.61,219.32,0,0.3663,"Lake",1077.16003417969,16.7600002288818,6.28000020980835,22.3099994659424,91.0680000305176,88.75
"NLA12_IN-196",8493,"9/12/2012","UMW",41.42672638,-85.73792608,17,593,10,21.4,4.165714286,42.25,24.06411645,5.723899,55.102811,12.255177,12.173817,6.309911,2.16057,559.74862585005,308.04,273.0890039,252.9,0.434911,121.68,"Lake",964.77001953125,15.1300001144409,4.51999998092651,20.8369998931885,66.6300003051758,62.3199984232585
"NLA12_IN-199",8549,"9/13/2012","UMW",41.63635595,-85.16723461,31,536,8.5,47.2,4.18,75.5,23.2843612666667,5.668839,66.112924,6.795927,5.787499,17.591465,1.51982,180.48889989897,331.77,309.2480078,283.51,0.41896,18.4743,"Lake",948.340026855469,14.9099998474121,4.07999992370605,20.273999786377,68.3839992523193,64.4966672261556
"NLA12_IN-201",8651,"9/19/2012","TPL",39.17053772,-87.291179,63,2590,8.2,42.3,24.48,51.75,24.46709155,6.07179,51.291513,10.332103,31.734317,4.428044,1.98592,117.41771723799,163.43,158.402998,149.17,0.738007,0.2439,"Lake",1117.63000488281,17.8999996185303,6.42000007629395,22.5219997406006,65.1879999160767,80.5866673787435
"NLA12_IN-202",8728,"9/24/2012","TPL",38.4641338,-85.80769688,50,955,2.4,54.6,10.88,47.75,27.05791505,5.38213,82.089552,6.467662,2.487562,0,2.35553,482.29497749004,174.94,168.5330078,161.35,0,0.1809,"Lake",1153.43005371094,19.1200008392334,7.53000020980835,23.4850006103516,95.9900009155273,110.859996795654
"NLA12_KS-101",6656,"6/19/2012","SPL",39.33209745,-97.37485967,801,2003,1.7,21.7,6.433333333,3.5,19.5197086833333,4.965,41.272966,1.968504,0,0,1.13425,57.866333577,433.5,425.3830078,415.02,51.312336,1.3716,"Lake",776.909973144531,18.9300003051758,6.1399998664856,23.6909999847412,59.8959991455078,47.8166670799255
"NLA12_KS-102",6606,"6/12/2012","SPL",37.39088653,-99.78483802,53,885,6,39.7,8.564705882,19,12.3911249333333,3.48917,65.056325,2.893772,0.303395,0.519939,1.33099,5.8085964729,798.8,770.1970313,683.06,30.529205,386.5266,"Lake",587.090026855469,20.8999996185303,5.55999994277954,24.7869995117188,40.1000001907349,29.0133335987727
"NLA12_KS-103",6437,"6/6/2012","TPL",39.0001536,-95.77964833,28,504,5.4,44,12.59354839,2,21.2484417166667,5.35687,41.468089,22.414386,16.272786,0.343929,3.45406,1244.9072092899,366.35,330.78,297.76,12.342161,18.3177,"Lake",944.599975585938,18.6299991607666,6.78000020980835,23.9649997711182,64.9959991455078,54.5633341471354
